data_venda;cliente;descricao;qtd;valor_venda
2021-05-07;Roberts-Medhurst;Cammelina;1;2815,86
2021-05-08;Dicki Group;Klamath Weed;1;2484,44
2021-04-25;Bayer LLC;Klamath Weed;1;2769,54
2021-04-09;Hirthe and Sons;Havaiana;1;4591,84
2021-05-16;Botsford Inc;Blazer Slim Fit;1;1664,03
2021-04-12;Borer-Skiles;Roseta;1;2059,21
2021-05-03;Parisian, Lockman and Kreiger;Intense;1;1569,78
2021-05-21;Daugherty-Pouros;Caribe;1;2562,23
2021-06-05;Ferry Inc;Porto Rico;1;5501,88
2021-06-24;Strosin-Jacobson;Oriente;1;3828,95
2021-07-17;Rippin, Wehner and Armstrong;Beach Flash;1;7299,36
2023-03-06;Bechtelar-Hane;Incomparaveis;12;3457,5
2021-04-27;Barrows, Fisher and Emmerich;Psyco Classic;1;1673,7
2021-05-07;Roberts-Medhurst;Klamath Weed;1;2815,86
2021-04-23;Welch, Predovic and Emmerich;Klamath Weed;1;4218,17
2021-04-09;Moore, Von and Powlowski;Havaiana;1;2393,68
2021-06-18;Denesik-Hagenes;Lilium;1;1608,03
2021-05-13;Erdman, Fay and Mertz;Blazer Slim Fit;1;2707,23
2021-06-12;Thompson, Lowe and Cruickshank;Paeonia;1;3981,14
2021-04-11;Bauch Inc;Roseta;1;3723,73
2021-05-02;Beier-Gibson;Intense;1;2242,45
2021-05-20;Christiansen, Walker and Bosco;Caribe;1;1972,21
2021-06-11;Rempel-Nader;Canadense;1;1167,98
2021-05-20;Russel Group;Cigano;1;3620,31
2021-06-05;Prosacco-Hartmann;Porto Rico;1;4257,54
2021-04-01;Reinger, Rogahn and Botsford;Casual Day;1;5359,11
2021-05-21;McDermott LLC;Psyco Universe;1;3497,16
2021-04-27;Kris-Metz;Psyco Classic;1;577,71
2021-05-23;Doyle Inc;Psyco Crew;1;576,85
2021-05-05;Lind, Ebert and Skiles;Cammelina;1;3144,03
2021-04-22;Powlowski, Skiles and Bartell;Klamath Weed;1;1301,36
2021-04-07;Rutherford-Krajcik;Havaiana;1;152,58
2021-06-17;Wyman Group;Lilium;1;4967,72
2021-05-13;Schneider-Schneider;Blazer Slim Fit;1;2233,29
2021-06-10;Von, Konopelski and Mitchell;Paeonia;1;1464,31
2021-04-09;Hirthe and Sons;Roseta;1;4591,84
2021-05-02;McDermott Group;Intense;1;4016,72
2021-05-20;Jacobson, Cummings and Wilderman;Caribe;1;3652,6
2021-06-11;Beahan, Doyle and Feeney;Canadense;1;3053,15
2021-05-20;Jacobson, Cummings and Wilderman;Cigano;1;3652,6
2021-06-03;Kuhic-Braun;Porto Rico;1;4485,13
2021-06-22;Dach-O'Hara;Oriente;1;2446,2
2021-07-14;Tremblay, Boyle and Torphy;Beach Flash;1;6732,97
2023-02-22;Ernser Group;Incomparaveis;12;8442,1
2021-03-31;Kuhic and Sons;Casual Day;1;2198,48
2021-05-18;Kuvalis LLC;Psyco Universe;1;3683,28
2021-04-25;Ruecker LLC;Psyco Classic;1;4600,62
2021-05-22;Muller, Beahan and Hermiston;Psyco Crew;1;1446,91
2021-05-01;Roberts-Donnelly;Cammelina;1;3557,92
2021-05-06;Monahan-Wilderman;Klamath Weed;1;687,12
2021-06-16;Reichert and Sons;Lilium;1;3023,82
2021-05-11;Greenholt, Block and Davis;Blazer Slim Fit;1;5350,65
2021-06-09;Christiansen and Sons;Paeonia;1;847,74
2021-04-08;Hoppe LLC;Roseta;1;3856,42
2021-05-02;Schuster Group;Intense;1;3982,69
2021-05-18;Kuvalis LLC;Caribe;1;3683,28
2021-06-11;Huels LLC;Canadense;1;411,9
2021-06-02;Reichel, Gulgowski and Turner;Porto Rico;1;2840,97
2021-06-21;Sawayn Group;Oriente;1;4034,28
2021-07-12;Rutherford-Turner;Beach Flash;1;9483,03
2023-02-16;Rippin, Wehner and Armstrong;Incomparaveis;12;7207,53
2021-03-30;Effertz, Mosciski and Kshlerin;Casual Day;1;5912,35
2021-05-15;Heaney LLC;Psyco Universe;1;4914,04
2021-04-25;Bayer LLC;Psyco Classic;1;2769,54
2021-05-01;Shanahan-Gottlieb;Cammelina;1;2883,21
2021-05-03;Stroman-Kerluke;Klamath Weed;1;5944,73
2021-04-06;Breitenberg-Leannon;Havaiana;1;2227,12
2021-06-16;Raynor-Rolfson;Lilium;1;3392,41
2021-05-11;Brown Group;Blazer Slim Fit;1;280
2021-06-07;Parker-Durgan;Paeonia;1;652,52
2021-04-08;Oberbrunner Group;Roseta;1;4866,2
2021-04-27;Hilll-Schneider;Intense;1;543,11
2021-05-15;Heller, Larson and Cruickshank;Caribe;1;2013,94
2021-06-10;Von, Konopelski and Mitchell;Canadense;1;1464,31
2021-05-18;Oberbrunner Group;Cigano;1;3016,98
2021-05-31;Howe, Daniel and Kshlerin;Porto Rico;1;1396,77
2021-06-20;Christiansen, Walker and Bosco;Oriente;1;2916,27
2023-02-10;VonRueden Inc;Incomparaveis;12;5170,64
2021-03-30;Robel, Gusikowski and Kirlin;Casual Day;1;671,01
2021-05-15;Effertz, Mosciski and Kshlerin;Psyco Universe;1;4207,52
2021-04-23;Koss-Rowe;Psyco Classic;1;5387,33
2021-05-22;Champlin, White and Stark;Psyco Crew;1;2338,26
2021-04-27;Barrows, Fisher and Emmerich;Cammelina;1;1673,7
2021-04-30;Batz, Dietrich and Homenick;Klamath Weed;1;765,06
2021-04-18;Schroeder-Johns;Klamath Weed;1;5148,81
2021-04-05;Crooks LLC;Havaiana;1;1791,09
2021-06-12;Dicki, Ritchie and Roberts;Lilium;1;4822,63
2021-05-09;Mills and Sons;Blazer Slim Fit;1;3343,85
2021-06-05;Prosacco-Hartmann;Paeonia;1;4257,54
2021-04-08;Grimes, Gerlach and Labadie;Roseta;1;5969,02
2021-04-25;Bayer LLC;Intense;1;2769,54
2021-05-14;Thompson LLC;Caribe;1;3030,03
2021-05-16;Botsford Inc;Cigano;1;1664,03
2021-06-18;Jast Group;Oriente;1;3382,38
2021-07-11;Sauer Inc;Beach Flash;1;8534,54
2023-02-09;Kuhn LLC;Incomparaveis;12;5601,31
2021-05-14;Emard Group;Psyco Universe;1;2467,83
2021-05-19;Davis, Turcotte and Romaguera;Psyco Crew;1;2588,35
2021-04-19;Braun, Greenholt and Jerde;Cammelina;1;2014,57
2021-04-27;Kris-Metz;Klamath Weed;1;577,71
2021-04-15;Abshire, Adams and Wiza;Klamath Weed;1;2776,42
2021-04-01;Kuhic Inc;Havaiana;1;3355,07
2021-05-09;Walsh-Grant;Blazer Slim Fit;1;1741,65
2021-06-03;Labadie and Sons;Paeonia;1;2654,02
2021-04-06;Breitenberg-Leannon;Roseta;1;2227,12
2021-04-23;Welch, Predovic and Emmerich;Intense;1;4218,17
2021-05-13;Erdman, Fay and Mertz;Caribe;1;2707,23
2021-06-10;Koss-Rowe;Canadense;1;4481,72
2021-05-15;Heller, Larson and Cruickshank;Cigano;1;2013,94
2021-05-29;Mann-Howe;Porto Rico;1;2596,48
2021-06-18;Denesik-Hagenes;Oriente;1;1608,03
2021-07-08;Wilkinson LLC;Beach Flash;1;964,37
2023-02-06;Koch, Jast and Rosenbaum;Incomparaveis;12;6546,62
2021-03-29;Ziemann and Sons;Casual Day;1;3028
2021-05-09;Walsh-Grant;Psyco Universe;1;1741,65
2021-05-17;Funk and Sons;Psyco Crew;1;4733,68
2021-04-15;Abshire, Adams and Wiza;Cammelina;1;2776,42
2021-04-26;Nienow-Howe;Klamath Weed;1;1768,16
2021-04-15;Halvorson LLC;Klamath Weed;1;4453
2021-03-31;McLaughlin-Jacobs;Havaiana;1;1008,96
2021-06-12;Thompson, Lowe and Cruickshank;Lilium;1;3981,14
2021-05-07;Roberts-Medhurst;Blazer Slim Fit;1;2815,86
2021-06-03;Kuhic-Braun;Paeonia;1;4485,13
2021-04-05;Turner-Crist;Roseta;1;5942,34
2021-04-22;Moore, Cassin and Bartell;Intense;1;1423,36
2021-05-12;Konopelski-Mitchell;Caribe;1;3417,11
2021-06-09;Marks-Ondricka;Canadense;1;1833,21
2021-05-15;Effertz, Mosciski and Kshlerin;Cigano;1;4207,52
2021-05-26;Mohr Group;Porto Rico;1;3626,87
2021-06-17;Wyman Group;Oriente;1;4967,72
2021-07-05;Shanahan, Kuphal and Mayert;Beach Flash;1;6597,34
2023-02-01;Hansen and Sons;Incomparaveis;12;5238,69
2021-03-28;Baumbach, Gleason and Kuhlman;Casual Day;1;3468,2
2021-04-19;Zboncak-Jacobi;Psyco Classic;1;1801,38
2021-05-17;Klocko-Schuster;Psyco Crew;1;2796,05
2021-04-14;Russel Group;Cammelina;1;1655,61
2021-04-25;Ruecker LLC;Klamath Weed;1;4600,62
2021-04-12;Padberg and Sons;Klamath Weed;1;114,76
2021-03-30;Effertz, Mosciski and Kshlerin;Havaiana;1;5912,35
2021-05-06;Bauch Inc;Blazer Slim Fit;1;307,4
2021-06-02;Ferry-Kris;Paeonia;1;108,38
2021-04-05;Braun, Greenholt and Jerde;Roseta;1;4913,01
2021-05-07;Bogan Inc;Caribe;1;1461,21
2021-06-05;Emard Inc;Canadense;1;1470,31
2021-05-13;Ziemann, Greenholt and O'Hara;Cigano;1;2715,46
2021-05-24;Berge LLC;Porto Rico;1;3876,97
2021-06-16;Feest Inc;Oriente;1;576,87
2021-07-03;Grimes LLC;Beach Flash;1;2424,02
2021-03-26;Hilll-Schneider;Casual Day;1;5166,57
2021-05-05;Anderson Inc;Psyco Universe;1;1156,63
2021-05-16;Sawayn Group;Psyco Crew;1;333,89
2021-04-13;Konopelski-Mitchell;Cammelina;1;1171,07
2021-04-25;Bayer LLC;Klamath Weed;1;2769,54
2021-04-12;Davis, Goyette and O'Hara;Klamath Weed;1;112,78
2021-03-29;Ziemann and Sons;Havaiana;1;3028
2021-05-05;Anderson Inc;Blazer Slim Fit;1;1156,63
2021-06-01;Hettinger, Johns and Schuppe;Paeonia;1;3839,16
2021-04-19;Braun, Greenholt and Jerde;Intense;1;2014,57
2021-06-03;Ward, Oberbrunner and Hamill;Canadense;1;5827,11
2021-05-08;Ziemann and Sons;Cigano;1;3215,24
2021-05-22;Pfeffer, Stiedemann and Bauch;Porto Rico;1;3147,87
2021-06-16;Raynor-Rolfson;Oriente;1;3392,41
2023-01-01;Klocko-Marquardt;Incomparaveis;12;5806,54
2021-03-25;Hackett Group;Casual Day;1;5199,06
2021-05-04;Christiansen and Sons;Psyco Universe;1;1915,96
2021-04-16;Fisher, Adams and Nikolaus;Psyco Classic;1;3714,13
2021-05-15;Heaney LLC;Psyco Crew;1;4914,04
2021-04-13;Roberts-Donnelly;Cammelina;1;2700,05
2021-04-10;Nicolas Inc;Klamath Weed;1;1679,24
2021-03-28;Daniel, Padberg and Bauch;Havaiana;1;1189,14
2021-06-08;Glover LLC;Lilium;1;2690,99
2021-05-04;Romaguera, Gutmann and Swaniawski;Blazer Slim Fit;1;1771,45
2021-05-31;Howe, Daniel and Kshlerin;Paeonia;1;1396,77
2021-04-01;Kuhic Inc;Roseta;1;3355,07
2021-05-06;Greenfelder, Daniel and Keebler;Caribe;1;1318,67
2021-06-03;Hamill, Miller and Jacobson;Canadense;1;2331,95
2021-05-08;Thompson Inc;Cigano;1;3360,87
2021-06-15;Kulas, Gleichner and VonRueden;Oriente;1;5618,04
2021-07-01;Kuvalis, Hauck and Considine;Beach Flash;1;735,96
2021-03-25;Gorczany-Yost;Casual Day;1;1326,61
2021-05-03;Parisian, Lockman and Kreiger;Psyco Universe;1;1569,78
2021-04-15;Huels LLC;Psyco Classic;1;207,48
2021-05-15;Hauck, Johnson and Hamill;Psyco Crew;1;208,75
2021-04-12;Greenholt Group;Cammelina;1;2353,54
2021-04-14;Kutch, Jerde and Roberts;Klamath Weed;1;5385,65
2021-04-08;Hoppe LLC;Klamath Weed;1;3856,42
2021-03-27;Ondricka, Lubowitz and Wiza;Havaiana;1;5215,72
2021-06-07;Boyle LLC;Lilium;1;3447,16
2021-05-04;Christiansen and Sons;Blazer Slim Fit;1;1915,96
2021-05-31;Kuhn, Boyle and Shanahan;Paeonia;1;2999,55
2021-03-27;Ondricka, Lubowitz and Wiza;Roseta;1;5215,72
2021-04-15;Bednar-Jaskolski;Intense;1;3087,58
2021-05-05;Lind, Ebert and Skiles;Caribe;1;3144,03
2021-06-03;Labadie and Sons;Canadense;1;2654,02
2021-05-07;Roberts-Medhurst;Cigano;1;2815,86
2021-05-22;Welch, Predovic and Emmerich;Porto Rico;1;3429,71
2021-06-15;Weimann Group;Oriente;1;3892,95
2021-06-30;Hirthe, Harber and Johnston;Beach Flash;1;2504,38
2022-12-25;Goyette-Gaylord;Incomparaveis;12;5818,48
2021-03-25;Durgan-Jerde;Casual Day;1;4074,29
2021-05-03;Gleichner Group;Psyco Universe;1;3605,13
2021-04-15;Abshire, Adams and Wiza;Psyco Classic;1;2776,42
2021-05-14;Thompson LLC;Psyco Crew;1;3030,03
2021-04-10;Langworth-Lehner;Cammelina;1;3713,92
2021-04-12;Weissnat, Bernhard and Carroll;Klamath Weed;1;4512,37
2021-04-06;Breitenberg-Leannon;Klamath Weed;1;2227,12
2021-03-24;O'Keefe, Medhurst and Wisoky;Havaiana;1;511,19
2021-05-03;Stroman-Kerluke;Blazer Slim Fit;1;5944,73
2021-05-30;Hauck, Tromp and Cronin;Paeonia;1;3084,39
2021-03-26;Hilll-Schneider;Roseta;1;5166,57
2021-04-12;Stracke Inc;Intense;1;6435,12
2021-05-05;Stehr-Collins;Caribe;1;4954,1
2021-06-02;Reichel, Gulgowski and Turner;Canadense;1;2840,97
2021-05-06;Keebler-Bernier;Cigano;1;5049,02
2021-05-20;Christiansen, Walker and Bosco;Porto Rico;1;1972,21
2021-06-12;Dicki, Ritchie and Roberts;Oriente;1;4822,63
2022-12-21;Bogan Inc;Incomparaveis;12;6526,8
2021-03-23;Berge LLC;Casual Day;1;7013,4
2021-04-12;Stracke Inc;Psyco Classic;1;6435,12
2021-05-14;Osinski and Sons;Psyco Crew;1;686,38
2021-04-10;Nicolas Inc;Cammelina;1;1679,24
2021-04-09;Hirthe and Sons;Klamath Weed;1;4591,84
2021-03-23;Berge LLC;Havaiana;1;7013,4
2021-06-05;Prosacco-Hartmann;Lilium;1;4257,54
2021-05-02;Beier-Gibson;Blazer Slim Fit;1;2242,45
2021-05-28;Bayer, Altenwerth and Reynolds;Paeonia;1;3755,27
2021-03-24;Torphy, Graham and Russel;Roseta;1;4090,72
2021-04-06;Legros LLC;Intense;1;1262,77
2021-05-04;Romaguera, Gutmann and Swaniawski;Caribe;1;1771,45
2021-05-31;Mohr Group;Canadense;1;459,15
2021-05-06;Dibbert-Weber;Cigano;1;1142,42
2021-05-20;Kerluke Inc;Porto Rico;1;205,41
2021-06-11;Bosco Inc;Oriente;1;1666,25
2021-06-28;Altenwerth, Oberbrunner and Pouros;Beach Flash;1;716
2022-12-20;Osinski and Sons;Incomparaveis;12;9638,08
2021-05-02;Zulauf-Wilkinson;Psyco Universe;1;2063,68
2021-04-10;Langworth-Lehner;Psyco Classic;1;3713,92
2021-05-07;Roberts-Medhurst;Psyco Crew;1;2815,86
2021-04-08;Oberbrunner Group;Cammelina;1;4866,2
2021-04-08;Grimes, Gerlach and Labadie;Klamath Weed;1;5969,02
2021-03-30;Robel, Gusikowski and Kirlin;Klamath Weed;1;671,01
2021-03-21;Beier-Gerlach;Havaiana;1;1519,91
2021-05-01;Kovacek, Weissnat and Goodwin;Blazer Slim Fit;1;3443,38
2021-05-27;Vandervort-Macejkovic;Paeonia;1;2842,73
2021-04-04;Carroll, Gerlach and Flatley;Intense;1;4344,45
2021-05-01;Brakus, Lowe and Runte;Caribe;1;2100,4
2021-05-30;Hauck, Tromp and Cronin;Canadense;1;3084,39
2021-05-05;Boyle LLC;Cigano;1;2896,95
2021-06-10;Greenfelder-Stehr;Oriente;1;4472,94
2021-06-27;Stiedemann, Johnston and Hermann;Beach Flash;1;2747,33
2021-03-22;Cronin and Sons;Casual Day;1;3056,8
2021-04-08;Grimes, Gerlach and Labadie;Cammelina;1;5969,02
2021-03-25;Bailey, Mayert and Green;Klamath Weed;1;2271,61
2021-06-04;Kuphal Group;Lilium;1;297,47
2021-05-01;Brakus, Lowe and Runte;Blazer Slim Fit;1;2100,4
2021-05-26;Leffler Inc;Paeonia;1;1255,45
2021-04-02;Dibbert-Weber;Intense;1;3550,43
2021-04-30;Batz, Dietrich and Homenick;Caribe;1;765,06
2021-05-29;Miller Inc;Canadense;1;1731,35
2021-05-05;Stehr-Collins;Cigano;1;4954,1
2021-05-19;Davis, Turcotte and Romaguera;Porto Rico;1;2588,35
2021-06-26;Altenwerth, Oberbrunner and Pouros;Beach Flash;1;5259,85
2021-03-22;Bauch Inc;Casual Day;1;4862,25
2021-05-01;Roberts-Donnelly;Psyco Universe;1;3557,92
2021-04-01;Cronin, Morissette and Purdy;Psyco Classic;1;830,24
2021-04-06;Breitenberg-Leannon;Cammelina;1;2227,12
2021-04-06;Breitenberg-Leannon;Klamath Weed;1;2227,12
2021-03-24;O'Keefe, Medhurst and Wisoky;Klamath Weed;1;511,19
2021-06-03;Dare-Littel;Lilium;1;1293,54
2021-04-30;Batz, Dietrich and Homenick;Blazer Slim Fit;1;765,06
2021-05-26;Mohr Group;Paeonia;1;3626,87
2021-04-29;Maggio-Nikolaus;Caribe;1;4130,51
2021-05-29;Mann-Howe;Canadense;1;2596,48
2021-05-03;Gleichner Group;Cigano;1;3605,13
2021-05-18;Kuvalis LLC;Porto Rico;1;3683,28
2021-06-09;Christiansen and Sons;Oriente;1;847,74
2022-12-07;Halvorson LLC;Incomparaveis;12;5379,48
2021-03-20;Ritchie and Sons;Casual Day;1;1773,04
2021-03-31;McLaughlin-Jacobs;Psyco Classic;1;1008,96
2021-04-27;Abshire, Adams and Wiza;Psyco Crew;1;4417,52
2021-04-05;Turner-Crist;Cammelina;1;5942,34
2021-04-06;Stehr-Ledner;Klamath Weed;1;254,32
2021-03-21;Beier-Gerlach;Klamath Weed;1;1519,91
2021-03-14;Hane LLC;Havaiana;1;3366,48
2021-06-02;Monahan-Wilderman;Lilium;1;2506,54
2021-04-29;Maggio-Nikolaus;Blazer Slim Fit;1;4130,51
2021-05-26;Heathcote-Hahn;Paeonia;1;3063,6
2021-03-18;Schneider-Schneider;Roseta;1;2403,33
2021-03-29;Lesch and Sons;Intense;1;4018,88
2021-04-27;Muller, Beahan and Hermiston;Caribe;1;1544,34
2021-05-28;Schmidt, Gulgowski and Lindgren;Canadense;1;1878,94
2021-05-02;Beier-Gibson;Cigano;1;2242,45
2021-05-15;Leffler-Towne;Porto Rico;1;1888,01
2021-06-22;Ratke Group;Beach Flash;1;4732,09
2022-11-19;Volkman, Schmitt and Strosin;Incomparaveis;12;4577,26
2021-03-20;Jacobi-Kassulke;Casual Day;1;3473,83
2021-03-30;Effertz, Mosciski and Kshlerin;Psyco Classic;1;5912,35
2021-04-27;Kris-Metz;Psyco Crew;1;577,71
2021-04-06;Kulas, Gleichner and VonRueden;Klamath Weed;1;563,68
2021-03-19;Ondricka, Thompson and Klocko;Klamath Weed;1;295,46
2021-03-11;Mann-Corwin;Havaiana;1;3763,81
2021-06-01;Hettinger, Johns and Schuppe;Lilium;1;3839,16
2021-05-25;Davis, Turcotte and Beatty;Paeonia;1;2387,47
2021-03-17;Ernser Group;Roseta;1;1262,69
2021-03-27;Ondricka, Lubowitz and Wiza;Intense;1;5215,72
2021-05-28;Daniel, Padberg and Bauch;Canadense;1;3062,7
2021-05-02;Schaefer LLC;Cigano;1;322,38
2021-05-13;Schneider-Schneider;Porto Rico;1;2233,29
2021-06-08;Ryan, Ratke and Davis;Oriente;1;3664,35
2022-11-18;Hoppe LLC;Incomparaveis;12;8141,18
2021-03-17;Tillman Group;Casual Day;1;2869,47
2021-04-25;Ruecker LLC;Psyco Universe;1;4600,62
2021-03-27;Ondricka, Lubowitz and Wiza;Psyco Classic;1;5215,72
2021-04-27;Gaylord, Runolfsdottir and Larson;Psyco Crew;1;2196,82
2021-04-01;Mann-Corwin;Cammelina;1;746,9
2021-04-01;Parker LLC;Klamath Weed;1;1154,3
2021-03-18;McCullough-Collins;Klamath Weed;1;1350,92
2021-03-10;Walsh-Kuhn;Havaiana;1;6755,43
2021-06-01;Halvorson LLC;Lilium;1;4227,69
2021-04-27;Barrows, Fisher and Emmerich;Blazer Slim Fit;1;1673,7
2021-05-25;Gulgowski, Weissnat and Senger;Paeonia;1;3454,23
2021-03-16;Parker-Durgan;Roseta;1;4671,11
2021-03-25;Durgan-Jerde;Intense;1;4074,29
2021-04-22;Moore, Cassin and Bartell;Caribe;1;1423,36
2021-05-27;Schneider-Schneider;Canadense;1;2086,68
2021-05-01;Kovacek, Weissnat and Goodwin;Cigano;1;3443,38
2021-05-11;Greenholt, Block and Davis;Porto Rico;1;5350,65
2021-06-07;Johns Inc;Oriente;1;1064,02
2021-06-22;Jacobs and Sons;Beach Flash;1;3553,78
2022-11-06;Leffler Inc;Incomparaveis;12;6628,56
2021-04-25;Bayer LLC;Psyco Universe;1;2769,54
2021-03-25;Gorczany-Yost;Psyco Classic;1;1326,61
2021-04-25;Zemlak Group;Psyco Crew;1;1251,41
2021-03-31;McLaughlin-Jacobs;Cammelina;1;1008,96
2021-04-01;Reinger, Rogahn and Botsford;Klamath Weed;1;5359,11
2021-03-16;Kunde, Walker and Kohler;Klamath Weed;1;4217,79
2021-04-25;Ruecker LLC;Blazer Slim Fit;1;4600,62
2021-05-24;Ondricka, Lubowitz and Wiza;Paeonia;1;4622,24
2021-03-15;Zemlak and Sons;Roseta;1;2971,43
2021-03-25;Bailey, Mayert and Green;Intense;1;2271,61
2021-04-21;Goyette Group;Caribe;1;4067,37
2021-05-27;Vandervort-Macejkovic;Canadense;1;2842,73
2021-04-30;Jones-Schmeler;Cigano;1;3596,27
2021-05-11;Pacocha and Sons;Porto Rico;1;965,89
2021-06-21;MacGyver-Jast;Beach Flash;1;2813,84
2022-10-27;Runolfsson Group;Incomparaveis;12;4630,24
2021-03-15;Kemmer-Tillman;Casual Day;1;2688
2021-04-23;Welch, Predovic and Emmerich;Psyco Universe;1;4218,17
2021-03-24;Torphy, Graham and Russel;Psyco Classic;1;4090,72
2021-04-25;Bayer LLC;Psyco Crew;1;2769,54
2021-03-31;Kuhic and Sons;Cammelina;1;2198,48
2021-05-28;Bayer, Altenwerth and Reynolds;Lilium;1;3755,27
2021-04-25;Bayer LLC;Blazer Slim Fit;1;2769,54
2021-03-14;Hane LLC;Roseta;1;3366,48
2021-03-24;Kuphal Group;Intense;1;772,17
2021-05-24;Lemke and Sons;Canadense;1;4055,47
2021-04-29;Maggio-Nikolaus;Cigano;1;4130,51
2021-05-10;Collins-Heathcote;Porto Rico;1;1904,25
2021-06-03;Labadie and Sons;Oriente;1;2654,02
2021-06-20;Christiansen, Walker and Bosco;Beach Flash;1;2916,27
2022-10-23;Kulas, Gleichner and VonRueden;Incomparaveis;12;7011,93
2021-03-12;Dickinson Inc;Casual Day;1;4618,43
2021-04-21;Goyette Group;Psyco Universe;1;4067,37
2021-04-24;Rippin and Sons;Psyco Crew;1;2338,56
2021-03-28;Daniel, Padberg and Bauch;Klamath Weed;1;1189,14
2021-03-15;Kemmer-Tillman;Klamath Weed;1;2688
2021-03-07;Pfannerstill-Wunsch;Havaiana;1;2479,53
2021-05-27;Gottlieb-Stanton;Lilium;1;1279,71
2021-04-23;Zieme Inc;Blazer Slim Fit;1;664,24
2021-05-23;McLaughlin-Jacobs;Paeonia;1;3156,89
2021-03-12;Medhurst-Spinka;Roseta;1;659,88
2021-03-24;Hauck Inc;Intense;1;452,68
2021-04-19;Reichert and Sons;Caribe;1;2321,82
2021-05-23;Kiehn, Kshlerin and King;Canadense;1;2885,2
2021-05-08;Ziemann and Sons;Porto Rico;1;3215,24
2021-06-01;Hettinger, Johns and Schuppe;Oriente;1;3839,16
2021-06-19;Kovacek, Weissnat and Goodwin;Beach Flash;1;436,3
2021-03-10;Walsh-Kuhn;Casual Day;1;6755,43
2021-03-20;Ritchie and Sons;Psyco Classic;1;1773,04
2021-04-23;Koss-Rowe;Psyco Crew;1;5387,33
2021-03-25;Hackett Group;Klamath Weed;1;5199,06
2021-03-15;Dicki-Parisian;Klamath Weed;1;784,99
2021-03-06;Runolfsdottir and Sons;Havaiana;1;1190,15
2021-05-27;Johns-Abbott;Lilium;1;318,85
2021-04-22;Powlowski, Skiles and Bartell;Blazer Slim Fit;1;1301,36
2021-05-22;Pagac Inc;Paeonia;1;2484,17
2021-03-12;Dickinson Inc;Roseta;1;4618,43
2021-03-23;Berge LLC;Intense;1;7013,4
2021-04-17;Von, Konopelski and Mitchell;Caribe;1;3320,16
2021-05-23;Schowalter, Herman and O'Kon;Canadense;1;1695,57
2021-04-27;Muller, Beahan and Hermiston;Cigano;1;1544,34
2021-05-08;Hills Inc;Porto Rico;1;2317,25
2021-06-19;Smith, Swaniawski and Willms;Beach Flash;1;303,3
2022-09-30;Hoeger-Bashirian;Incomparaveis;12;2993,51
2021-03-09;Volkman, Schmitt and Strosin;Casual Day;1;1283,48
2021-04-15;Halvorson LLC;Psyco Universe;1;4453
2021-03-23;Berge LLC;Klamath Weed;1;7013,4
2021-03-14;Hane LLC;Klamath Weed;1;3366,48
2021-03-06;Greenholt, Block and Davis;Havaiana;1;2187,64
2021-05-26;Cartwright-Daugherty;Lilium;1;2535,32
2021-04-22;Tillman Group;Blazer Slim Fit;1;2507,58
2021-05-21;Tillman Group;Paeonia;1;464,38
2021-03-11;Mann-Corwin;Roseta;1;3763,81
2021-03-21;Jones-Schmeler;Intense;1;3323,75
2021-04-17;Gorczany-Cartwright;Caribe;1;1658,26
2021-05-20;Christiansen, Walker and Bosco;Canadense;1;1972,21
2021-04-27;Abshire, Adams and Wiza;Cigano;1;4417,52
2021-05-06;Dibbert-Weber;Porto Rico;1;1142,42
2021-05-31;Howe, Daniel and Kshlerin;Oriente;1;1396,77
2021-06-18;Hills LLC;Beach Flash;1;2328,22
2022-09-16;Wintheiser Inc;Incomparaveis;12;5095,37
2021-03-07;Pfannerstill-Wunsch;Casual Day;1;2479,53
2021-04-14;Kutch, Jerde and Roberts;Psyco Universe;1;5385,65
2021-03-18;McCullough-Collins;Psyco Classic;1;1350,92
2021-04-18;Schroeder-Johns;Psyco Crew;1;5148,81
2021-03-22;Cronin and Sons;Cammelina;1;3056,8
2021-03-23;Gleichner LLC;Klamath Weed;1;753,66
2021-03-14;Gulgowski, Weissnat and Senger;Klamath Weed;1;903,34
2021-03-03;Kunze Inc;Havaiana;1;3379,69
2021-05-25;Kerluke-Lebsack;Lilium;1;573,62
2021-04-18;Schroeder-Johns;Blazer Slim Fit;1;5148,81
2021-05-20;Christiansen, Walker and Bosco;Paeonia;1;1972,21
2021-03-10;Walsh-Kuhn;Roseta;1;6755,43
2021-04-16;Fisher, Adams and Nikolaus;Caribe;1;3714,13
2021-05-20;Jacobson, Cummings and Wilderman;Canadense;1;3652,6
2021-04-25;Ruecker LLC;Cigano;1;4600,62
2021-05-05;Lind, Ebert and Skiles;Porto Rico;1;3144,03
2021-06-18;Jast Group;Beach Flash;1;3382,38
2022-09-16;Bernhard-Spinka;Incomparaveis;12;3590,27
2021-03-06;Runolfsdottir and Sons;Casual Day;1;1190,15
2021-04-17;Von, Konopelski and Mitchell;Psyco Crew;1;3320,16
2021-03-22;Bauch Inc;Cammelina;1;4862,25
2021-03-13;Fahey, Crooks and Marvin;Klamath Weed;1;1793,43
2021-02-28;Thompson, Lowe and Cruickshank;Havaiana;1;2316,16
2021-04-17;Gorczany-Cartwright;Blazer Slim Fit;1;1658,26
2021-05-20;Mohr Group;Paeonia;1;4420,54
2021-03-20;Jacobi-Kassulke;Intense;1;3473,83
